,,,,,,11.96999954,,,,,
,,,,,,12.09044897,6.774152744,,,,
,,,,,,11.81539042,6.558044078,,,,
,,,,,,12.02613504,8.011926881,,,,
,,,,,,11.4104763,10.83926254,,,,
,,,,,,11.52599432,6.411859358,,,,
,,,,,,11.67456941,9.288342614,,,,
,,,,,,11.09853337,8.945845257,,,,
,,,,,,11.12031175,10.74405864,,,,
,,,,,,11.17660061,11.77479363,,,,
,,17.27137168,39.35081319,,43.37781516,11.04813112,1.824437652,,,,
,,16.34597267,39.59944982,,44.05456032,11.72217694,5.157256726,,,,
,,15.35342725,39.67263734,,44.97393548,11.91818367,7.66502143,,,,
,,15.61502542,40.17526546,,44.20970902,11.69246704,7.901677337,,,,
,,15.46912328,39.46824739,,45.06098967,12.36612128,0.321670673,,,,
,,14.81272142,39.16464537,,46.02263324,13.38863326,3.479858012,,,,
,,14.59292065,39.46414314,,45.94293624,13.47966296,4.4337137,,,,
,,13.50682666,39.62955462,,46.86361864,13.44953058,5.220497494,,,,
,,12.73178315,40.15685908,,47.11135814,13.40699233,5.709592701,,,,
,,13.26752499,40.04133175,,46.6911434,13.81163416,5.811938532,,,,
,208436,12.19360759,40.7176006,29.60548315,47.08879193,14.04136042,3.335714452,,,,
36706,209603,12.41546541,40.34221516,29.02749242,47.24231917,14.15462543,4.551147183,,,,
,220832,12.53803105,39.50146846,28.56556802,47.96050077,14.33987499,3.920569843,,,,
,252378,12.22562031,39.15853714,28.47931548,48.61672859,14.32764487,3.901849866,,,,
,278310,11.95405176,39.20698618,28.85776881,48.83896205,14.16768088,5.65253268,,,,
42911,311757,11.12403449,38.92324308,28.53403756,49.95272238,13.91771737,6.196439103,,,,
49651,326155,10.5844661,38.9599762,28.49475195,50.45555945,13.9225629,4.294455793,,,,
49325,337750,10.32435844,38.64252565,28.09655781,51.03312507,13.58943447,5.453993784,,,,
55096,351376,10.01544195,38.75784584,28.24190473,51.22671213,13.12855549,7.668584705,,,,
59669,365089,9.714695621,38.37876076,27.8805323,51.90654359,13.23712828,5.491643057,,,,
63365,392848,9.798821242,38.17975964,26.52003032,52.01664698,13.36226048,5.628097181,4827.409746,,,
64815,404644,8.950193407,38.15271523,26.42520389,52.89287595,13.72195672,4.359136582,5025.671433,,,4.668184783
72445,495134,8.24569053,37.68750918,25.87611952,54.0629159,14.01048302,3.10594731,5228.502742,,,4.036816333
73812,481130,7.5696236,37.68837808,25.46416146,54.73903826,14.17482603,3.219080198,5457.896891,,,4.145170225
80290,539784,7.690498709,36.88724315,24.69763215,55.41985492,14.18888198,3.963965408,5730.816281,,,4.168929431
82585.5,559095,7.535315156,36.75635548,24.79455144,55.70562722,14.0439766,4.393367272,6019.12797,,,4.196839188
89930.6,586813,7.428883869,36.7158153,24.67856854,55.85338834,14.24234424,4.570480509,6312.453839,,,4.295124886
94616.3,518944,6.91466555,36.5663552,24.50444339,56.51729535,14.24541166,3.5899361,6544.00412,,,4.376281405
101153.6,462862,6.812955842,35.82479459,23.95822299,57.36071644,14.67677405,-0.82977687,6442.938211,,,4.768005302
106853.2,525440,6.557663733,35.32320645,23.80691827,58.1179869,15.07660509,2.879990815,6643.124189,,,4.837172613
113881.7,663167,5.876640117,35.06630461,23.99383721,59.05639986,15.36293314,4.474406019,6952.574225,,,4.666598706
117690.8,698487,5.635990917,33.87042082,23.04017527,60.49357241,15.94341072,2.317766449,7145.952421,,,4.885243002
121031.1,798615,5.488046911,33.33236188,22.75000161,61.17959121,16.11918578,3.404522751,7446.169929,,,4.882029577
131164.7,913099,5.153493893,33.646081,23.17017276,61.20044117,15.97257077,3.952803988,7804.646568,,,4.840905179
140934.9,1083909,5.230967834,33.86054033,23.34055268,60.90844493,15.73481728,4.924479044,8247.220539,,,4.847910856
149542,1187684,4.721974373,33.92641889,23.35459745,61.35162039,15.85035928,4.447682123,8713.128608,,,4.671000193
161525.2,1306030,4.463117026,34.06542863,23.36359561,61.47144155,15.74513857,5.214153855,9286.136978,,,4.505540682
169112.4,1258086,4.357061873,33.91301307,23.45778802,61.72991361,15.57154423,6.12982672,10002.27078,,,4.220604507
182046.3,1218699,4.383702818,33.45828339,23.08827796,62.15800239,15.85557957,3.003697517,10451.83168,,,4.55810161
190621.5,1330120,4.322242218,32.44629472,21.83517415,63.23147054,16.72158561,0.497734041,10738.77766,,,4.631362062
197490,1605101,4.289344277,33.38443893,22.9968244,62.32623189,16.49919666,6.941210823,11542.94158,,,4.395370591
211521.8,1955659,4.278095932,32.77409968,22.35696155,62.94767378,16.84570803,3.945787568,12147.74868,,,4.322448439
,2242804,4.249568348,32.14164095,22.02174676,63.60860173,17.00129744,4.251944089,12748.14708,,,4.378670838
,2488199,,,,,17.12531249,4.20519669,13361.36455,,,4.46475025
